code,mode,class,name
J-17100,,00,"171 Compositeurs, musiciens et chanteurs"
J-17120,,01,compositeur
J-17120,,02,compositrice
J-17130,,01,orchestrateur
J-17130,,02,orchestratrice
J-17135,,01,chef d'orchestre et directeur de fanfare
J-17135,,02,chef d'orchestre et directrice de fanfare
J-17140,,01,instrumentiste
J-17145,,01,chanteur
J-17145,,02,chanteuse
J-17150,,01,directeur de choeur
J-17150,,02,directrice de choeur
J-17190,,01,"autres compositeurs, musiciens et chanteurs"
J-17190,,02,"autres compositrices, musiciennes et chanteuses"
J-17200,,00,172 Chorégraphes et danseurs
J-17220,,01,chorégraphe
J-17230,,01,danseur
J-17230,,02,danseuse
J-17300,,00,173 Acteurs et metteurs en scène
J-17320,,01,acteur
J-17320,,02,actrice
J-17330,,01,metteur en scène
J-17330,,02,metteuse en scène
J-17340,,01,"metteur en scène de cinéma, de radio et de télévision"
J-17340,,02,"metteuse en scène de cinéma, de radio et de télévision"
J-17350,,01,diseur d'histoires
J-17350,,02,diseuse d'histoires
J-17350,,02,conteur
J-17350,,02,conteuse
J-17390,,01,autres acteurs et metteurs en scène
J-17390,,02,autres actrices et metteuses en scène
J-17400,,00,174 Producteurs (arts du spectacle)
J-17420,,01,directeur de production (théâtre)
J-17420,,02,directrice de production (théâtre)
J-17430,,01,directeur de production (cinéma)
J-17430,,02,directrice de production (cinéma)
J-17440,,01,directeur de production (radio et télévision)
J-17440,,02,directrice de production (radio et télévision)
J-17490,,01,autres producteurs (arts du spectacle)
J-17490,,02,autres productrices (arts du spectacle)
J-17500,,00,175 Artistes de cirque
J-17520,,01,clown
J-17530,,01,magicien
J-17530,,02,magicienne
J-17540,,01,acrobate
J-17550,,01,trapéziste
J-17590,,01,autres artistes de cirque
J-17900,,00,179 Artistes de spectacles n.c.a.
J-17920,,01,annonceur-présentateur de radio et de télévision
J-17920,,02,annonceuse-présentatrice de radio et de télévision
J-17930,,01,animateur de jeu
J-17930,,02,animatrice de jeu
J-17990,,01,autres artistes de spectacles
J-18000,,0,"18 Athlètes, sportifs et travailleurs assimilés"
J-18020,,01,sportif professionnel
J-18020,,02,sportive professionnelle
J-18030,,01,entraîneur sportif
J-18030,,02,entraîneuse sportive
J-18040,,01,officiel de sports
J-18040,,02,officielle de sports
J-18050,,01,moniteur de culture physique
J-18050,,02,monitrice de culture physique
J-18090,,01,"autres athlètes, sportifs et travailleurs assimilés"
J-18090,,02,"autres athlètes, sportives et travailleuses assimilées"
J-19000,,0,"19 Membres d'une profession libérale, techniciens et travailleurs assimilés n.c.a."
J-19100,,00,"191 Bibliothécaires, archivistes et conservateurs"
J-19120,,01,bibliothécaire
J-19130,,01,archiviste
J-19140,,01,conservateur de musée et de galerie d'art
J-19140,,02,conservatrice de musée et de galerie d'art
J-19190,,01,"autres bibliothécaires, archivistes et conservateurs"
J-19190,,02,"autres bibliothécaires, archivistes et conservatrices"
J-19200,,00,"192 Sociologues, anthropologues et spécialistes assimilés"
J-19220,,01,sociologue
J-19230,,01,psychologue
J-19240,,01,anthropologue
J-19250,,01,géographe
J-19260,,01,historien
J-19260,,02,historienne
J-19270,,01,spécialiste des sciences politiques
J-19290,,01,"autres sociologues, anthropologues et spécialistes assimilés"
J-19300,,00,193 Travailleurs sociaux
J-19310,,01,"travailleur social, en général"
J-19310,,02,"travailleuse sociale, en général"
J-19320,,01,agent d'aide sociale
J-19320,,02,agente d'aide sociale
J-19330,,01,animateur culturel
J-19330,,02,animatrice culturelle
J-19340,,01,travailleur social (délinquance)
J-19340,,02,travailleuse sociale (délinquance)
J-19350,,01,travailleur social (santé mentale)
J-19350,,02,travailleuse sociale (santé mentale)
J-19390,,01,autres travailleurs sociaux
J-19390,,02,autres travailleuses sociales
J-19400,,00,194 Spécialistes des problèmes de personnel et du travail
J-19420,,01,spécialiste des problèmes de personnel
J-19430,,01,conseiller en orientation
J-19430,,02,conseillère en orientation
J-19440,,01,analyste de professions
J-19490,,01,autres spécialistes des problèmes de personnel et du travail
J-19500,,00,"195 Philologues, traducteurs et interprètes"
J-19520,,01,philologue
J-19530,,01,traducteur
J-19530,,02,traductrice
J-19540,,01,interprète
J-19900,,00,"199 Autres membres d'une profession libérale, technique et travailleurs assimilés"
J-19920,,01,agent de brevets
J-19920,,02,agente de brevets
J-19930,,01,conseiller en économie domestique
J-19930,,02,conseillère en économie domestique
J-19940,,01,organisateur de campagnes publicitaires
J-19940,,02,organisatrice de campagnes publicitaires
J-19950,,01,assureur
J-19950,,02,assureure
J-19960,,01,astrologue et diseur de bonne aventure
J-19960,,02,astrologue et diseuse de bonne aventure
J-19990,,01,"autres membres d'une profession libérale, technique et travailleurs assimilés n.c.a."
J-19990,,02,"autres membres d'une profession libérale, technique et travailleuses assimilées n.c.a."
J-20000,,,Section 2 Administrateurs et directeurs
J-20000,,0,20  Membres des corps législatifs et administrateurs (administration publique)
J-20100,,00,201 Membres des corps législatifs
J-20110,,01,membre d'un corps législatif
J-20200,,00,202 Administrateurs (administration publique)
J-20210,,01,administrateur (administration publique)
J-20210,,02,administratrice (administration publique)
J-21000,,0,21 Directeurs
J-21100,,00,211 Directeurs généraux
J-21110,,01,directeur général
J-21110,,02,directrice générale
J-21200,,00,212 Directeurs de la production (à l'exception des entreprises agricoles)
J-21210,,01,directeur de la production (à l'exception des entreprises agricoles)
J-21210,,02,directrice de la production (à l'exception des entreprises agricoles)
J-21900,,00,219 Directeurs n.c.a.
J-21920,,01,directeur des travaux de recherche et de développement
J-21920,,02,directrice des travaux de recherche et de développement
J-21930,,01,directeur des ventes (à l'exception du commerce de gros et de détail)
J-21930,,02,directrice des ventes (à l'exception du commerce de gros et de détail)
J-21940,,01,directeur administratif
J-21940,,02,directrice administrative
J-21950,,01,directeur du budget et de la comptabilité
J-21950,,02,directrice du budget et de la comptabilité
J-21951,,01,directeur du crédit
J-21951,,02,directrice du crédit
J-21960,,01,directeur d'exploitation (services de transport)
J-21960,,02,directrice d'exploitation (services de transport)
J-21970,,01,directeur d'exploitation (services des postes et télécommunications)
J-21970,,02,directrice d'exploitation (services des postes et télécommunications)
J-21980,,01,directeur du personnel et des relations de travail
J-21980,,02,directrice du personnel et des relations de travail
J-21990,,01,autres directeurs
J-21990,,02,autres directrices
J-22000,,0,22 Administrateurs scolaires
J-22000,,01,administrateur scolaire
J-22010,,01,administrateur d'école primaire
J-22020,,01,administrateur d'école secondaire
J-22030,,01,administrateur de collège ou d'université
J-23000,,0,23 Administrateurs d'hôpitaux
J-23000,,01,administrateur d'hôpital
J-23000,,02,administratrice d'hôpital
J-23100,,01,archiviste médical
J-23100,,02,archiviste médicale
J-30000,,,Section 3 Employés de bureau et travailleurs assimilés
J-30000,,0,30 Superviseurs de personnel de bureau
J-30010,,01,"superviseur de personnel de bureau, en général"
J-30010,,02,"superviseure de personnel de bureau, en général"
J-30090,,01,autres superviseurs de personnel de bureau
J-30090,,02,autres superviseures de personnel de bureau
J-31000,,0,31 Hauts fonctionnaires
J-31010,,01,haut fonctionnaire
J-31010,,02,haute fonctionnaire
J-32000,,0,"32 Sténographes, dactylographes et opérateurs sur machines perforatrices de cartes et de rubans"
J-32100,,01,"321 Sténographes, dactylographes et télétypistes"
J-32110,,01,"sténographe-dactylographe, en général"
J-32120,,01,secrétaire-sténographe
J-32130,,01,sténographe de procès-verbaux
J-32140,,01,dactylographe
J-32150,,01,télétypiste
J-32190,,01,"autres sténographes, dactylographes et télétypistes"
J-32200,,00,322 Opérateurs sur machine perforatrice de cartes et de rubans
J-32220,,01,opérateur sur machine perforatrice de cartes et de rubans
J-32220,,02,opératrice sur machine perforatrice de cartes et de rubans
J-32290,,01,autres opérateurs sur machines perforatrices de cartes et de rubans
J-32290,,02,autres opératrices sur machines perforatrices de cartes et de rubans
J-33000,,0,"33 Aides-comptables, caissiers et travailleurs assimilés"
J-33100,,00,331 Aides-comptables et caissiers
J-33110,,01,"aide-comptable, en général"
J-33120,,01,aide-comptable
J-33120,,02,teneuse de livres
J-33130,,01,caissier d'entreprise
J-33130,,02,caissière d'entreprise
J-33140,,01,caissier de banque
J-33140,,02,caissière de banque
J-33150,,01,employé aux opérations de change
J-33150,,02,employée aux opérations de change
J-33160,,01,caissier
J-33160,,02,caissière
J-33170,,01,employé de guichet de bureau de poste
J-33170,,02,employée de guichet de bureau de poste
J-33190,,01,autres aides-comptables et caissiers
J-33190,,02,autres aides-comptables et caissières
J-33900,,00,"339 Aides-comptables, caissiers et travailleurs assimilés n.c.a."
J-33920,,01,employé au calcul des coûts et prix de revient
J-33920,,02,employée au calcul des coûts et prix de revient
J-33930,,01,employé aux salaires
J-33930,,02,employée aux salaires
J-33940,,01,commis aux finances
J-33990,,01,"autres aides-comptables, caissiers et travailleurs assimilés"
J-33990,,02,"autres aides-comptables, caissières et travailleuses assimilées"
J-34000,,0,34 Opérateurs de machines de traitement de données
J-34100,,00,341 Opérateurs sur machines comptables et sur machines à calculer
J-34120,,01,opérateur sur machine comptable
J-34120,,02,opératrice sur machine comptable
J-34130,,01,opérateur sur machine à calculer
J-34130,,02,opératrice sur machine à calculer
J-34200,,00,342 Opérateurs sur machines de traitement automatique des données
J-34220,,01,opérateur d'ordinateur
J-34220,,02,opératrice d'ordinateur
J-34230,,01,opérateur sur machine à cartes perforées
J-34230,,02,opératrice sur machine à cartes perforées
J-34290,,01,autres opérateurs sur machines de traitement automatique des données
J-34290,,02,autres opératrices sur machines de traitement automatique des données
J-35000,,0,35 Superviseurs des transports et des communications
J-35100,,00,351 Chefs de gare
J-35110,,01,chef de gare
J-35200,,00,352 Maîtres de poste
J-35210,,01,maître de poste
J-35900,,00,359 Superviseurs des services de transports et de communications n.c.a.
J-35920,,01,chef de service de transport ferroviaire
J-35925,,01,régulateur de trains
J-35925,,02,régulatrice de trains
J-35930,,01,inspecteur des services de transport ferroviaire
J-35930,,02,inspectrice des services de transport ferroviaire
J-35935,,01,contrôleur de service de marchandises (chemins de fer)
J-35935,,02,contrôleuse de service de marchandises (chemins de fer)
J-35940,,01,chef de service de transport routier
J-35945,,01,inspecteur des services de voyageurs par transport routier
J-35945,,02,inspectrice des services de voyageurs par transport routier
J-35950,,01,chef de service de transport aérien
J-35960,,01,contrôleur aérien
J-35960,,02,contrôleuse aérienne
J-35970,,01,agent technique d'exploitation (transport aérien)
J-35970,,02,agente technique d'exploitation (transport aérien)
J-35975,,01,chef de service de télécommunications
J-35980,,01,chef de services postaux
J-35990,,01,autres superviseurs des services de transports et de communications
J-35990,,02,autres superviseures des services de transports et de communications
J-36000,,0,36 Receveurs de transports
J-36020,,01,chef de train de voyageurs
J-36030,,01,préposé aux wagons-lits ou aux wagons Pullman
J-36030,,02,préposée aux wagons-lits ou aux wagons Pullman
J-36040,,01,receveur d'autobus
J-36040,,02,receveuse d'autobus
J-36090,,01,autres receveurs de transports
J-36090,,02,autres receveuses de transports
J-37000,,0,37 Commis à la distribution du courrier
J-37020,,01,préposé au tri du courrier
J-37020,,02,préposée au tri du courrier
J-37030,,01,facteur
J-37030,,02,factrice
J-37040,,01,messager
J-37040,,02,messagère
J-37090,,01,autres commis à la distribution du courrier
J-38000,,0,38 Opérateurs téléphonistes et télégraphistes
J-38020,,01,standardiste
J-38030,,01,radiotéléphoniste (installations terrestres)
J-38040,,01,télégraphiste
J-38050,,01,radionavigant (navigation maritime)
J-38050,,02,radionavigante (navigation maritime)
J-38060,,01,radionavigant (navigation aérienne)
J-38060,,02,radionavigante (navigation aérienne)
J-38090,,01,autres opérateurs téléphonistes et télégraphistes
J-38090,,02,autres opératrices téléphonistes et télégraphistes
J-39000,,0,39 Employés de bureau et travailleurs assimilés n.c.a.
J-39100,,00,391 Commis aux marchandises
J-39120,,01,employé de service d'expédition et de réception
J-39120,,02,employée de service d'expédition et de réception
J-39130,,01,commis au registre des marchandises
J-39140,,01,magasinier
J-39140,,02,magasinière
J-39150,,01,employé de service de pesage
J-39150,,02,employée de service de pesage
J-39190,,01,autres commis aux marchandises
J-39200,,00,392 Commis à la planification du matériel et de la production
J-39220,,01,commis à la planification du matériel
J-39230,,01,commis à la planification de la production
J-39300,,00,393 Commis à la correspondance et aux rapports
J-39310,,01,"commis de bureau, en général"
J-39320,,01,commis à la correspondance
J-39330,,01,commis au personnel
J-39340,,01,commis juridique
J-39350,,01,commis à l'assurance
J-39390,,01,autres commis à la correspondance et aux rapports
J-39400,,00,394 Réceptionnistes et commis d'agence de voyage
J-39410,,01,"réceptionniste, en général"
J-39420,,01,réceptionniste d'hôtel
J-39430,,01,réceptionniste de cabinet médical ou dentaire
J-39440,,01,commis d'agence de voyage
J-39490,,01,autres réceptionnistes et commis d'agence de voyage
J-39500,,00,395 Commis de bibliothèque et commis au classement
J-39520,,01,commis de bibliothèque
J-39530,,01,commis au classement
J-39900,,00,399 Commis n.c.a.
J-39920,,01,commis aux stastistiques
J-39930,,01,commis au codage (traitement des données)
J-39940,,01,correcteur d'épreuves
J-39940,,02,correctrice d'épreuves
J-39950,,01,opérateur de machine de bureau (procédés de reproduction)
J-39950,,02,opératrice de machine de bureau (procédés de reproduction)
J-39990,,01,autres commis
J-40000,,,Section 4 Travailleurs du secteur de la vente
J-40000,,0,40 Directeurs (commerce de gros et de détail)
J-40020,,01,directeur (commerce de gros)
J-40020,,02,directrice (commerce de gros)
J-40030,,01,directeur (commerce de détail)
J-40030,,02,directrice (commerce de détail)
J-41000,,0,41 Propriétaire-gérant (commerce de gros et de détail)
J-41020,,01,propriétaire-gérant (commerce de gros)
J-41020,,02,propriétaire-gérante (commerce de gros)
J-41030,,01,propriétaire-gérant (commerce de détail)
J-41030,,02,propriétaire-gérante (commerce de détail)
J-42000,,0,42 Chefs des ventes et acheteurs
J-42100,,00,421 chefs des ventes
J-42120,,01,chef des ventes (commerce de gros)
J-42130,,01,chef des ventes (commerce de détail)
J-42190,,01,autres chefs des ventes
J-42200,,00,422 Acheteurs
J-42220,,01,acheteur
J-42220,,02,acheteuse
J-42230,,01,agent d'approvsionnement
J-42230,,02,agente d'approvisionnement
J-43000,,0,"43 Agents technico-commerciaux, représentants de commerce et agents de manufacturiers"
J-43100,,00,431 Agents technico-commerciaux et conseillers en services techniques
J-43120,,01,agent technico-commercial
J-43120,,02,agente technico-commercial
J-43130,,01,conseiller en services techniques
J-43130,,02,conseillère en services techniques
J-43200,,00,432 Représentants de commerce et agents de manufacturiers
J-43220,,01,représentant de commerce
J-43220,,02,représentante de commerce
J-43230,,01,agent de manufacturiers
J-43230,,02,agente de manufacturiers
J-44000,,0,"44 Agents d'assurances, agents immobiliers, courtiers en valeurs mobilières, agents de vente de services aux entreprises et vendeurs aux enchères"
J-44100,,00,"441 Agents d'assurances, agents immobiliers et coourtiers en valeurs mobilières"
J-44120,,01,agent d'assurances
J-44120,,02,agente d'assurances
J-44130,,01,agent immobilier
J-44130,,02,agente immobilière
J-44140,,01,courtier en valeurs mobilières
J-44140,,02,courtière en valeurs mobilières
J-44190,,01,"autres agents d'assurances, agents immobiliers et courtiers en valeurs mobilières"
J-44190,,02,"autres agentes d'assurances, agentes immobilières et courtières en valeurs mobilières"
J-44200,,00,442 Agent de vente de services aux entreprises
J-44220,,01,agent de vente de services aux entreprises (à l'exception de la publicité)
J-44220,,02,agente de vente de services aux entreprises (à l'exception de la publicité)
J-44230,,01,agent de publicité
J-44230,,02,agente de publicité
J-44300,,00,443 Vendeurs aux enchères
J-44320,,01,vendeur aux enchères
J-44320,,02,vendeuse aux enchères
J-44330,,01,estimateur
J-44330,,02,estimatrice
J-45000,,0,"45 Vendeurs, commis-vendeurs et travailleurs assimilés"
J-45100,,00,"451 Vendeurs, commis-vendeurs et démonstrateurs"
J-45120,,01,commis-vendeur (commerce de gros)
J-45120,,02,commis-vendeuse (commerce de gros)
J-45130,,01,commis-vendeur (commerce de détail)
J-45130,,02,commis-vendeuse (commerce de détail)
J-45140,,01,mannequin
J-45150,,01,démonstrateur
J-45150,,02,démonstratrice
J-45190,,01,"autres vendeurs, commis-vendeurs et démonstrateurs"
J-45190,,02,"autres vendeurs, commis-vendeuses et démonstratrices"
J-45200,,00,"452 Vendeurs ambulants, vendeurs à domicile et vendeurs de journaux"
J-45220,,01,vendeur ambulant
J-45220,,02,vendeuse ambulante
J-45230,,01,vendeur à domicile
J-45230,,02,vendeuse à domicile
J-45240,,01,vendeur de journaux
J-45240,,02,vendeuse de journaux
J-45290,,01,"autres vendeurs ambulants, vendeurs à domicile et vendeurs de journaux"
J-45290,,02,"autres vendeuses ambulantes, vendeuses à domicile et vendeuses de journaux"
J-49000,,0,49 Travailleurs du secteur de la vente n.c.a.
J-49020,,01,prêteur sur gages
J-49020,,02,prêteuse sur gages
J-49090,,01,autres travailleurs du secteur de la vente
J-49090,,02,autres travailleuses du secteur de la vente
J-50000,,,Section 5 Travailleurs du secteur des services
J-50000,,0,"50 Directeurs d'hôtel, de cafés ou de restaurants"
J-50020,,01,directeur d'hôtel-restaurant
J-50020,,02,directrice d'hôtel-restaurant
J-50030,,01,directeur de restaurant
J-50030,,02,directrice de restaurant
J-50040,,01,commissaire de marine
J-50090,,01,"autres directeurs d'hôtel, de cafés ou de restaurants"
J-50090,,02,"autres directrices d'hôtel, de cafés ou de restaurants"
J-51000,,0,"51 Propriétaires-gérants d'hôtels, de cafés ou de restaurants"
J-51020,,01,propriétaire-gérant d'hôtel-restaurant
J-51020,,02,propriétaire-gérante d'hôtel-restaurant
J-51030,,01,propriétaire-gérant de restaurant
J-51030,,02,propriétaire-gérante de restaurant
J-51040,,01,propriétaire-gérant de petit hôtel
J-51040,,02,propriétaire-gérante de petit hôtel
J-51050,,01,"propriétaire-gérant de café, bar ou casse-croûte"
J-51050,,02,"propriétaire-gérante de café, bar ou casse-croûte"
J-51090,,01,"autres propriétaires-gérants d'hôtels, de cafés ou de restaurants"
J-51090,,02,"autres propriétaires-gérantes d'hôtels, de cafés ou de restaurants"
J-52000,,0,"52 Intendants, économes et travailleurs assimilés"
J-52020,,01,intendant (à l'exception du service privé)
J-52020,,02,intendante (à l'exception du service privé)
J-52030,,01,intendant (service privé)
J-52030,,02,intendante (service privé)
J-52040,,01,économe (hôtellerie)
J-52050,,01,intendant de navire
J-52050,,02,intendante de navire
J-52060,,01,gouvernante d'institution
J-52090,,01,"autres intendants, économes et travailleurs assimilés"
J-52090,,02,"autres intendantes, économes et travailleuses assimilées"
J-53000,,0,"53 Cuisiniers, serveurs, barmans et travailleurs assimilés"
J-53100,,00,531 Cuisiniers
J-53120,,01,chef de cuisine
J-53130,,01,cuisinier d'établissement
J-53130,,02,cuisinière d'établissement
J-53140,,01,cuisinier (service privé)
J-53140,,02,cuisinière (service privé)
J-53150,,01,cuisinier à bord d'un navire
J-53150,,02,cuisinière à bord d'un navire
J-53190,,01,autres cuisiniers
J-53190,,02,autres cuisinières
J-53200,,00,"532 Serveurs, barmans et travailleurs assimilés"
J-53210,,01,"serveur, en général"
J-53210,,02,"serveuse, en général"
J-53220,,01,maître d'hôtel
J-53230,,01,serveur (service d'apparat)
J-53230,,02,serveuse (service d'apparat)
J-53240,,01,sommelier
J-53240,,02,sommelière
J-53250,,01,barman
J-53250,,02,barmaid
J-53290,,01,"autres serveurs, barmans et travailleurs assimilés"
J-53290,,02,"autres serveuses, barmaids et travailleuses assimilées"
J-54000,,0,54 Employés de maison et travailleurs assimilés n.c.a.
J-54020,,01,bonne à tout faire
J-54030,,01,valet de chambre (service privé)
J-54030,,02,femme de chambre (service privé)
J-54035,,01,bonne d'enfants
J-54040,,01,homme de compagnie
J-54040,,02,femme de compagnie
J-54050,,01,femme de chambre d'établissement
J-54055,,01,concierge d'hôtel
J-54060,,01,garçon de bord
J-54070,,01,habilleuse de théâtre et de cinéma
J-54090,,01,autres employés de maison et travailleurs assimilés
J-54090,,02,autres employées de maison et travailleuses assimilées
J-55000,,0,"55 Concierges d'immeubles, préposés au ménage, nettoyeurs et travailleurs assimilés"
J-55100,,00,551 Concierges d'immeubles
J-55120,,01,concierge d'immeuble d'habitation
J-55130,,01,concierge
J-55140,,01,employé d'édifice religieux
J-55140,,02,employée d'édifice religieux
J-55190,,01,autres concierges d'immeubles
J-55200,,00,"552 Préposés au ménage, nettoyeurs et travailleurs assimilés"
J-55220,,01,préposé au ménage
J-55220,,02,préposée au ménage
J-55230,,01,laveur de vitres
J-55230,,02,laveuse de vitres
J-55240,,01,ramoneur
J-55240,,02,ramoneuse
J-55290,,01,"autres préposés au ménage, nettoyeurs et travailleurs assimilés"
J-55290,,02,"autres préposées au ménage, nettoyeuses et travailleuses assimilées"
J-56000,,0,"56 Blanchisseurs, nettoyeurs et presseurs"
J-56010,,01,"blanchisseur, en général"
J-56010,,02,"blanchisseuse, en général"
J-56020,,01,opérateur de machine à laver
J-56020,,02,opératrice de machine à laver
J-56030,,01,opérateur de machine de nettoyage à sec
J-56030,,02,opératrice de machine de nettoyage à sec
J-56040,,01,dégraisseur à la main
J-56040,,02,dégraisseuse à la main
J-56050,,01,détacheur de tissus (nettoyage à sec)
J-56050,,02,détacheuse de tissus (nettoyage à sec)
J-56060,,01,repasseur à la machine
J-56060,,02,repasseuse à la machine
J-56070,,01,repasseur à la main
J-56070,,02,repasseuse à la main
J-56090,,01,"autres blanchisseurs, nettoyeurs et presseurs"
J-56090,,02,"autres blanchisseuses, nettoyeuses et presseuses"
J-57000,,0,"57 Coiffeurs, esthéticiens et travailleurs assimilés"
J-57020,,01,coiffeur pour dames
J-57020,,02,coiffeuse pour dames
J-57030,,01,coiffeur pour hommes
J-57030,,02,coiffeuse pour hommes
J-57040,,01,esthéticien
J-57040,,02,esthéticienne
J-57050,,01,manucure
J-57060,,01,maquilleur de théatre et de cinéma
J-57060,,02,maquilleuse de théatre et de cinéma
J-57070,,01,garçon de bains
J-57070,,02,fille de bains
J-57090,,01,"autres coiffeurs, esthéticiens et travailleurs assimilés"
J-57090,,02,"autres coiffeuses, esthéticiennes et travailleuses assimilées"
J-58000,,0,58 Travailleurs spécialisés dans les services de protection
J-58100,,00,581 Pompiers
J-58110,,01,"pompier, en général"
J-58110,,02,"pompière, en général"
J-58120,,01,spécialiste de la prévention des incendies
J-58130,,01,pompier spécialiste en sauvetage
J-58130,,02,pompière spécialiste en sauvetage
J-58140,,01,pompier-sauveteur d'aérodrome
J-58190,,01,autres pompiers
J-58190,,02,autres pompières
J-58200,,00,582 Policiers et détectives
J-58220,,01,agent de police
J-58220,,02,agente de police
J-58220,,02,policier
J-58220,,02,policière
J-58230,,01,enquêteur
J-58230,,02,enquêteuse
J-58230,,02,détective
J-58240,,01,agent de police privé
J-58240,,02,agente de police privée
J-58900,,00,589 Travailleurs spécialisés dans les services de protection n.c.a.
J-58920,,01,enquêteur privé
J-58920,,02,enquêteuse privée
J-58930,,01,gardien de prison
J-58930,,02,gardienne de prison
J-58940,,01,gardien de sécurité
J-58940,,02,gardienne de sécurité
J-58990,,01,autres travailleurs spécialisés dans les services de protection
J-58990,,02,autres travailleuses spécialisées dans les services de protection
J-59000,,0,59 Employés du secteur des services n.c.a.
J-59100,,00,591 Guides
J-59120,,01,guide (voyages)
J-59130,,01,guide (visites touristiques)
J-59190,,01,autres guides
J-59200,,00,592 Directeurs de funérailles et embaumeurs
J-59220,,01,directeur de funérailles
J-59220,,02,directrice de funérailles
J-59230,,01,embaumeur
J-59230,,02,embaumeuse
J-59290,,01,autres directeurs de funérailles et embaumeurs
J-59290,,02,autres directrices de funérailles et embaumeuses
J-59900,,00,599  Autres travailleurs du secteur des services
J-59920,,01,preneur aux livres (sport)
J-59920,,02,preneuse aux livres (sport)
J-59930,,01,croupier
J-59930,,02,croupière
J-59940,,01,aide-infirmier
J-59940,,02,aide-infirmière
J-59950,,01,assistant en pharmacie
J-59950,,02,assistante en pharmacie
J-59960,,01,aide en soins vétérinaires
J-59970,,01,agent de bord
J-59970,,02,hôtesse de l'air
J-59990,,01,autres travailleurs du secteur des services n.c.a.
J-59990,,02,autres travailleuses du secteur des services n.c.a.
J-60000,,,"Section 6 Travailleurs agricoles, éleveurs, travailleurs forestiers, pêcheurs et chasseurs"
J-60000,,0,60 Directeurs et surveillants d'exploitations agricoles
J-60020,,01,directeur d'exploitation agricole
J-60020,,02,directrice d'exploitation agricole
J-60030,,01,surveillant d'exploitation agricole
J-60030,,02,surveillante d'exploitation agricole
J-61000,,0,61 Exploitants agricoles
J-61100,,00,611 Exploitants agricoles en général
J-61110,,02,"agriculteur, en général"
J-61110,,02,"agricultrice, en général"
J-61200,,00,612 Exploitants agricoles spécialisés
J-61220,,01,exploitant de cultures de plein champs
J-61220,,02,exploitante de cultures de plein champs
J-61230,,01,"exploitant de verger, de vignoble ou de culture d'arbres et d'arbustes"
J-61230,,02,"exploitante de verger, de vignoble ou de culture d'arbres et d'arbustes"
J-61240,,01,éleveur
J-61240,,02,éleveuse
J-61250,,01,exploitant de ferme laitière
J-61250,,02,exploitante de ferme laitière
J-61260,,01,aviculteur
J-61260,,02,avicultrice
J-61270,,01,horticulteur-maraîcher
J-61270,,02,horticultrice-maraîchère
J-61290,,01,autres exploitants agricoles spécialisés
J-61290,,02,autres exploitantes agricoles spécialisées
J-62000,,0,62 Travailleurs agricoles et éleveurs
J-62100,,00,621 Ouvriers agricoles en général
J-62105,,01,"ouvrier agricole, en général"
J-62105,,02,"ouvrière agricole, en général"
J-62110,,01,"aide fermier, en général"
J-62200,,00,622 Ouvriers agricoles de cultures de plein champ et maraîchères
J-62210,,01,"ouvrier agricole de cultures de plein champ, en général"
J-62210,,02,"ouvrière agricole de cultures de plein champ, en général"
J-62220,,01,ouvrier agricole de cultures maraîchères
J-62220,,02,ouvrière agricole de cultures maraîchères
J-62230,,01,ouvrier agricole de culture du blé
J-62230,,02,ouvrière agricole de culture du blé
J-62240,,01,ouvrier agricole de culture du coton
J-62240,,02,ouvrière agricole de culture du coton
J-62250,,01,ouvrier agricole de riziculture
J-62250,,02,ouvrière agricole de riziculture
J-62260,,01,ouvrier agricole de canne à sucre
J-62260,,02,ouvrière agricole de canne à sucre
J-62290,,01,autres ouvriers agricoles de cultures de plein champ et maraîchères
J-62290,,02,autres ouvrières agricoles de cultures de plein champ et maraîchères
J-62300,,00,"623 Ouvriers de verger, de vignoble et de culture d'arbres et d'arbustes"
J-62320,,01,ouvrier agricole (verger)
J-62320,,02,ouvrière agricole (verger)
J-62330,,01,ouvrier agricole de viticulture
J-62330,,02,ouvrière agricole de viticulture
J-62340,,01,ouvrier agricole de culture du thé
J-62340,,02,ouvrière agricole de culture du thé
J-62350,,01,ouvrier agricole (plantation d'arbres à caoutchouc)
J-62350,,02,ouvrière agricole (plantation d'arbres à caoutchouc)
J-62390,,01,"autres ouvriers de verger, de vignoble et de culture d'arbres et d'arbustes"
J-62390,,02,"autres ouvrières de verger, de vignoble et de culture d'arbres et d'arbustes"
J-62400,,00,"624 Ouvriers agricoles de l'élevage, sauf du bétail laitier"
J-62410,,01,"ouvrier agricole de l'élevage, en général, sauf du bétail laitier"
J-62410,,02,"ouvrière agricole de l'élevage, en général, sauf du bétail laitier"
J-62420,,01,ouvrier agricole d'élevage de bovins pour la boucherie
J-62420,,02,ouvrière agricole d'élevage de bovins pour la boucherie
J-62430,,01,ouvrier agricole de l'élevage d'ovins
J-62430,,02,ouvrière agricole de l'élevage d'ovins
J-62440,,01,ouvrier agricole de l'élevage de porcins
J-62440,,02,ouvrière agricole de l'élevage de porcins
J-62450,,01,ouvrier agricole de l'élevage d'animaux à fourrure
J-62450,,02,ouvrière agricole de l'élevage d'animaux à fourrure
J-62490,,01,"autres ouvriers agricoles de l'élevage, sauf du bétail laitier"
J-62490,,02,"autres ouvrières agricoles de l'élevage, sauf du bétail laitier"
J-62500,,00,625 Ouvriers de ferme laitière
J-62510,,01,"ouvrier de ferme laitière, en général"
